time,record,u,v,w,Tsonica,coderr,voltaje
2012-01-04 00:30:01.35,36846561.0,-1.19,-0.89,-0.45,14.96,0.0,12.0
2012-01-04 00:30:01.4,36846562.0,-1.27,-1.1,-0.3,14.91,0.0,12.0
2012-01-04 00:30:01.45,36846563.0,-1.12,-1.19,-0.2,14.96,0.0,12.0
2012-01-04 00:30:01.5,36846564.0,-1.14,-1.29,-0.13,14.94,0.0,12.0
2012-01-04 00:30:01.55,36846565.0,-1.08,-1.2,-0.19,14.94,0.0,12.0
2012-01-04 00:30:01.6,36846566.0,-1.15,-1.15,-0.18,14.99,0.0,12.0
2012-01-04 00:30:01.65,36846567.0,-1.16,-1.12,-0.21,14.99,0.0,12.0
2012-01-04 00:30:01.7,36846568.0,-1.07,-1.07,-0.08,15.01,0.0,12.0
2012-01-04 00:30:01.75,36846569.0,-1.07,-1.07,-0.08,15.01,0.0,12.0
2012-01-04 00:30:01.8,36846570.0,-1.17,-1.06,-0.15,15.01,0.0,12.0
2012-01-04 00:30:01.85,36846571.0,-1.2,-1.11,-0.19,14.94,0.0,12.0
2012-01-04 00:30:01.9,36846572.0,-1.12,-1.12,-0.13,14.94,0.0,12.0
2012-01-04 00:30:01.95,36846573.0,-0.86,-1.26,-0.08,14.96,0.0,12.0
2012-01-04 00:30:02,36846574.0,-0.97,-1.25,-0.06,14.88,0.0,12.0
2012-01-04 00:30:02.05,36846575.0,-1.05,-1.12,-0.08,14.94,0.0,12.0
2012-01-04 00:30:02.1,36846576.0,-1.05,-1.12,-0.03,14.86,0.0,12.0
2012-01-04 00:30:02.15,36846577.0,-1.11,-1.27,-0.02,14.91,0.0,12.0
2012-01-04 00:30:02.2,36846578.0,-1.06,-1.27,0.01,14.89,0.0,12.0
2012-01-04 00:30:02.25,36846579.0,-1.02,-1.35,-0.05,14.88,0.0,12.0
2012-01-04 00:30:02.3,36846580.0,-1.13,-1.22,0.0,14.94,0.0,12.0
2012-01-04 00:30:02.35,36846581.0,-1.12,-1.12,-0.2,15.01,0.0,12.0
2012-01-04 00:30:02.4,36846582.0,-1.09,-1.09,-0.13,15.06,0.0,12.0
2012-01-04 00:30:02.45,36846583.0,-1.15,-1.08,-0.18,15.05,0.0,12.0
2012-01-04 00:30:02.5,36846584.0,-1.13,-1.13,0.08,15.03,0.0,12.0
2012-01-04 00:30:02.55,36846585.0,-1.1,-1.1,-0.03,15.08,0.0,12.0
2012-01-04 00:30:02.6,36846586.0,-1.01,-1.16,-0.03,15.05,0.0,12.0
2012-01-04 00:30:02.65,36846587.0,-1.0,-1.2,-0.06,15.03,0.0,12.0
2012-01-04 00:30:02.7,36846588.0,-0.9,-1.23,-0.01,15.01,0.0,12.0
2012-01-04 00:30:02.75,36846589.0,-0.87,-1.18,-0.03,14.99,0.0,12.0
2012-01-04 00:30:02.8,36846590.0,-0.84,-1.14,0.01,14.94,0.0,12.0
2012-01-04 00:30:02.85,36846591.0,-0.89,-1.13,-0.01,14.96,0.0,12.0
2012-01-04 00:30:02.9,36846592.0,-0.88,-1.06,0.06,14.93,0.0,12.0
2012-01-04 00:30:02.95,36846593.0,-0.86,-0.97,0.01,14.93,0.0,12.0
2012-01-04 00:30:03,36846594.0,-0.81,-0.98,0.04,14.91,0.0,12.0
2012-01-04 00:30:03.05,36846595.0,-0.84,-0.93,0.15,14.91,0.0,12.0
2012-01-04 00:30:03.1,36846596.0,-0.85,-0.96,0.16,14.94,0.0,12.0
2012-01-04 00:30:03.15,36846597.0,-0.87,-0.93,0.04,14.96,0.0,12.0
2012-01-04 00:30:03.2,36846598.0,-0.81,-0.98,0.04,14.91,0.0,12.0
2012-01-04 00:30:03.25,36846599.0,-0.78,-0.94,0.09,14.96,0.0,12.0
2012-01-04 00:30:03.3,36846600.0,-0.8,-0.8,0.22,14.91,0.0,12.0
2012-01-04 00:30:03.35,36846601.0,-0.75,-0.65,0.24,14.94,0.0,12.0
2012-01-04 00:30:03.4,36846602.0,-0.75,-0.65,0.24,14.94,0.0,12.0
2012-01-04 00:30:03.45,36846603.0,-0.69,-0.64,0.09,14.96,0.0,12.0
2012-01-04 00:30:03.5,36846604.0,-0.57,-0.63,0.19,14.93,0.0,12.0
2012-01-04 00:30:03.55,36846605.0,-0.59,-0.59,0.23,14.96,0.0,12.0
2012-01-04 00:30:03.6,36846606.0,-0.57,-0.63,0.19,14.93,0.0,12.0
2012-01-04 00:30:03.65,36846607.0,-0.55,-0.68,0.16,14.96,0.0,12.0
2012-01-04 00:30:03.7,36846608.0,-0.51,-0.73,0.13,14.93,0.0,12.0
2012-01-04 00:30:03.75,36846609.0,-0.59,-0.72,0.08,14.94,0.0,12.0
2012-01-04 00:30:03.8,36846610.0,-0.55,-0.62,0.03,14.94,0.0,12.0
2012-01-04 00:30:03.85,36846611.0,-0.59,-0.55,0.09,14.94,0.0,12.0
2012-01-04 00:30:03.9,36846612.0,-0.59,-0.55,0.09,14.94,0.0,12.0
2012-01-04 00:30:03.95,36846613.0,-0.58,-0.59,0.04,14.96,0.0,12.0
2012-01-04 00:30:04,36846614.0,-0.58,-0.59,0.04,14.96,0.0,12.0
2012-01-04 00:30:04.05,36846615.0,-0.71,-0.59,0.04,14.91,0.0,12.0
2012-01-04 00:30:04.1,36846616.0,-0.8,-0.66,0.12,14.89,0.0,12.0
2012-01-04 00:30:04.15,36846617.0,-0.65,-0.71,0.34,14.88,0.0,12.0
2012-01-04 00:30:04.2,36846618.0,-0.56,-0.63,0.53,14.86,0.0,12.0
2012-01-04 00:30:04.25,36846619.0,-0.44,-0.69,0.69,14.88,0.0,12.0
2012-01-04 00:30:04.3,36846620.0,-0.56,-0.73,0.73,14.88,0.0,12.0
2012-01-04 00:30:04.35,36846621.0,-0.67,-0.59,0.64,14.89,0.0,12.0
2012-01-04 00:30:04.4,36846622.0,-0.66,-0.5,0.64,14.89,0.0,12.0
2012-01-04 00:30:04.45,36846623.0,-0.72,-0.7,0.69,14.89,0.0,12.0
2012-01-04 00:30:04.5,36846624.0,-0.76,-0.81,0.57,14.86,0.0,12.0
2012-01-04 00:30:04.55,36846625.0,-0.73,-0.77,0.55,14.83,0.0,12.0
2012-01-04 00:30:04.6,36846626.0,-0.67,-0.9,0.41,14.83,0.0,12.0
2012-01-04 00:30:04.65,36846627.0,-0.69,-0.96,0.39,14.83,0.0,12.0
2012-01-04 00:30:04.7,36846628.0,-0.61,-0.9,0.32,14.84,0.0,12.0
2012-01-04 00:30:04.75,36846629.0,-0.63,-0.96,0.19,14.83,0.0,12.0
2012-01-04 00:30:04.8,36846630.0,-0.61,-1.06,0.0,14.86,0.0,12.0
2012-01-04 00:30:04.85,36846631.0,-0.62,-0.97,0.0,14.81,0.0,12.0
2012-01-04 00:30:04.9,36846632.0,-0.66,-0.97,-0.08,14.86,0.0,12.0
2012-01-04 00:30:04.95,36846633.0,-0.67,-0.86,-0.17,14.86,0.0,12.0
2012-01-04 00:30:05,36846634.0,-0.62,-0.97,0.0,14.81,0.0,12.0
2012-01-04 00:30:05.05,36846635.0,-0.58,-0.87,0.13,14.83,0.0,12.0
2012-01-04 00:30:05.1,36846636.0,-0.46,-0.81,0.15,14.84,0.0,12.0
2012-01-04 00:30:05.15,36846637.0,-0.47,-0.74,0.17,14.79,0.0,12.0
2012-01-04 00:30:05.2,36846638.0,-0.51,-0.8,0.15,14.83,0.0,12.0
2012-01-04 00:30:05.25,36846639.0,-0.48,-1.02,0.04,14.83,0.0,12.0
2012-01-04 00:30:05.3,36846640.0,-0.51,-1.12,0.06,14.86,0.0,12.0
2012-01-04 00:30:05.35,36846641.0,-0.55,-1.13,0.08,14.86,0.0,12.0
2012-01-04 00:30:05.4,36846642.0,-0.7,-1.2,0.22,14.89,0.0,12.0
2012-01-04 00:30:05.45,36846643.0,-0.59,-1.26,0.12,14.88,0.0,12.0
2012-01-04 00:30:05.5,36846644.0,-0.6,-1.21,-0.01,14.86,0.0,12.0
2012-01-04 00:30:05.55,36846645.0,-0.55,-1.13,0.08,14.86,0.0,12.0
2012-01-04 00:30:05.6,36846646.0,-0.7,-1.2,0.38,14.83,0.0,12.0
2012-01-04 00:30:05.65,36846647.0,-0.53,-1.25,0.37,14.86,0.0,12.0
2012-01-04 00:30:05.7,36846648.0,-0.61,-1.13,0.35,14.79,0.0,12.0
2012-01-04 00:30:05.75,36846649.0,-0.72,-1.16,0.33,14.83,0.0,12.0
2012-01-04 00:30:05.8,36846650.0,-0.81,-1.08,-0.01,14.91,0.0,12.0
2012-01-04 00:30:05.85,36846651.0,-1.0,-1.2,-0.06,14.86,0.0,12.0
2012-01-04 00:30:05.9,36846652.0,-0.85,-1.15,-0.18,14.83,0.0,12.0
2012-01-04 00:30:05.95,36846653.0,-1.01,-1.2,-0.22,14.83,0.0,12.0
2012-01-04 00:30:06,36846654.0,-1.05,-1.26,-0.32,14.83,0.0,12.0
2012-01-04 00:30:06.05,36846655.0,-1.0,-1.2,-0.06,14.81,0.0,12.0
2012-01-04 00:30:06.1,36846656.0,-0.91,-1.0,-0.05,14.81,0.0,12.0
2012-01-04 00:30:06.15,36846657.0,-0.71,-0.97,0.01,14.83,0.0,12.0
2012-01-04 00:30:06.2,36846658.0,-0.76,-0.98,0.0,14.86,0.0,12.0
2012-01-04 00:30:06.25,36846659.0,-0.73,-1.02,-0.09,14.81,0.0,12.0
2012-01-04 00:30:06.3,36846660.0,-0.85,-0.96,-0.11,14.77,0.0,12.0
2012-01-04 00:30:06.35,36846661.0,-0.94,-1.04,-0.07,14.76,0.0,12.0
2012-01-04 00:30:06.4,36846662.0,-0.92,-1.21,-0.08,14.81,0.0,12.0
2012-01-04 00:30:06.45,36846663.0,-0.9,-1.17,-0.13,14.83,0.0,12.0
2012-01-04 00:30:06.5,36846664.0,-0.91,-1.1,-0.05,14.91,0.0,12.0
2012-01-04 00:30:06.55,36846665.0,-0.83,-1.14,-0.05,14.86,0.0,12.0
2012-01-04 00:30:06.6,36846666.0,-0.84,-1.22,0.01,14.84,0.0,12.0
2012-01-04 00:30:06.65,36846667.0,-0.84,-1.22,0.01,14.88,0.0,12.0
2012-01-04 00:30:06.7,36846668.0,-0.8,-1.21,0.03,14.86,0.0,12.0
2012-01-04 00:30:06.75,36846669.0,-0.84,-1.22,0.01,14.84,0.0,12.0
2012-01-04 00:30:06.8,36846670.0,-0.8,-1.13,-0.04,14.84,0.0,12.0
2012-01-04 00:30:06.85,36846671.0,-0.74,-1.17,-0.04,14.88,0.0,12.0
2012-01-04 00:30:06.9,36846672.0,-0.72,-1.22,0.01,14.94,0.0,12.0
2012-01-04 00:30:06.95,36846673.0,-0.65,-1.3,0.03,14.86,0.0,12.0
2012-01-04 00:30:07,36846674.0,-0.61,-1.26,0.07,14.81,0.0,12.0
2012-01-04 00:30:07.05,36846675.0,-0.59,-1.35,0.12,14.83,0.0,12.0
2012-01-04 00:30:07.1,36846676.0,-0.51,-1.14,0.1,14.83,0.0,12.0
2012-01-04 00:30:07.15,36846677.0,-0.48,-1.18,0.16,14.83,0.0,12.0
2012-01-04 00:30:07.2,36846678.0,-0.52,-1.26,0.06,14.83,0.0,12.0
2012-01-04 00:30:07.25,36846679.0,-0.61,-1.26,0.07,14.81,0.0,12.0
2012-01-04 00:30:07.3,36846680.0,-0.64,-1.19,0.26,14.81,0.0,12.0
2012-01-04 00:30:07.35,36846681.0,-0.61,-1.24,0.22,14.77,0.0,12.0
2012-01-04 00:30:07.4,36846682.0,-0.67,-1.13,0.11,14.77,0.0,12.0
2012-01-04 00:30:07.45,36846683.0,-0.74,-1.13,0.06,14.77,0.0,12.0
2012-01-04 00:30:07.5,36846684.0,-0.76,-0.95,0.06,14.77,0.0,12.0
2012-01-04 00:30:07.55,36846685.0,-0.69,-0.98,-0.04,14.76,0.0,12.0
2012-01-04 00:30:07.6,36846686.0,-0.76,-0.82,-0.17,14.81,0.0,12.0
2012-01-04 00:30:07.65,36846687.0,-0.77,-0.76,-0.22,14.74,0.0,12.0
2012-01-04 00:30:07.7,36846688.0,-0.89,-0.58,-0.18,14.74,0.0,12.0
2012-01-04 00:30:07.75,36846689.0,-1.05,-0.46,-0.09,14.74,0.0,12.0
2012-01-04 00:30:07.8,36846690.0,-1.01,-0.54,-0.06,14.77,0.0,12.0
2012-01-04 00:30:07.85,36846691.0,-1.09,-0.55,0.09,14.74,0.0,12.0
2012-01-04 00:30:07.9,36846692.0,-1.13,-0.62,0.06,14.72,0.0,12.0
2012-01-04 00:30:07.95,36846693.0,-1.15,-0.59,0.08,14.74,0.0,12.0
2012-01-04 00:30:08,36846694.0,-1.12,-0.66,0.04,14.76,0.0,12.0
2012-01-04 00:30:08.05,36846695.0,-1.05,-0.71,-0.02,14.77,0.0,12.0
2012-01-04 00:30:08.1,36846696.0,-1.05,-0.71,-0.02,14.77,0.0,12.0
2012-01-04 00:30:08.15,36846697.0,-1.01,-0.54,0.0,14.74,0.0,12.0
2012-01-04 00:30:08.2,36846698.0,-1.14,-0.72,0.0,14.69,0.0,12.0
2012-01-04 00:30:08.25,36846699.0,-1.02,-0.79,-0.14,14.69,0.0,12.0
2012-01-04 00:30:08.3,36846700.0,-0.93,-0.74,-0.2,14.72,0.0,12.0
2012-01-04 00:30:08.35,36846701.0,-0.96,-0.81,-0.32,14.67,0.0,12.0
2012-01-04 00:30:08.4,36846702.0,-0.9,-0.71,-0.31,14.67,0.0,12.0
2012-01-04 00:30:08.45,36846703.0,-0.88,-0.82,-0.33,14.64,0.0,12.0
2012-01-04 00:30:08.5,36846704.0,-0.85,-0.96,-0.39,14.71,0.0,12.0
2012-01-04 00:30:08.55,36846705.0,-0.83,-0.93,-0.41,14.72,0.0,12.0
2012-01-04 00:30:08.6,36846706.0,-0.87,-1.05,-0.41,14.96,0.0,12.0
2012-01-04 00:30:08.65,36846707.0,-0.86,-0.91,-0.44,15.08,0.0,12.0
2012-01-04 00:30:08.7,36846708.0,-0.94,-0.95,-0.37,15.05,0.0,12.0
2012-01-04 00:30:08.75,36846709.0,-0.81,-0.84,-0.4,15.27,0.0,12.0
2012-01-04 00:30:08.8,36846710.0,-0.71,-0.97,-0.4,15.23,0.0,12.0
2012-01-04 00:30:08.85,36846711.0,-0.71,-0.88,-0.4,15.18,0.0,12.0
2012-01-04 00:30:08.9,36846712.0,-0.75,-0.8,-0.26,15.15,0.0,12.0
2012-01-04 00:30:08.95,36846713.0,-0.96,-0.84,-0.01,15.06,0.0,12.0
2012-01-04 00:30:09,36846714.0,-1.04,-0.85,0.01,14.88,0.0,12.0
2012-01-04 00:30:09.05,36846715.0,-1.17,-0.58,0.08,14.91,0.0,12.0
2012-01-04 00:30:09.1,36846716.0,-1.21,-0.79,0.03,14.96,0.0,12.0
2012-01-04 00:30:09.15,36846717.0,-1.19,-0.73,-0.07,15.01,0.0,12.0
2012-01-04 00:30:09.2,36846718.0,-1.07,-0.59,-0.15,15.08,0.0,12.0
2012-01-04 00:30:09.25,36846719.0,-0.99,-0.75,-0.16,15.11,0.0,12.0
2012-01-04 00:30:09.3,36846720.0,-0.99,-0.75,-0.16,15.05,0.0,12.0
2012-01-04 00:30:09.35,36846721.0,-0.99,-0.83,-0.16,15.05,0.0,12.0
2012-01-04 00:30:09.4,36846722.0,-1.07,-0.88,-0.03,15.1,0.0,12.0
2012-01-04 00:30:09.45,36846723.0,-1.19,-0.76,0.23,15.13,0.0,12.0
2012-01-04 00:30:09.5,36846724.0,-1.1,-0.8,0.17,15.1,0.0,12.0
2012-01-04 00:30:09.55,36846725.0,-1.1,-0.9,0.07,15.11,0.0,12.0
2012-01-04 00:30:09.6,36846726.0,-1.0,-0.94,0.02,15.06,0.0,12.0
2012-01-04 00:30:09.65,36846727.0,-0.97,-1.1,-0.01,15.06,0.0,12.0
2012-01-04 00:30:09.7,36846728.0,-1.06,-1.08,-0.13,15.05,0.0,12.0
2012-01-04 00:30:09.75,36846729.0,-1.04,-1.23,-0.28,14.99,0.0,12.0
2012-01-04 00:30:09.8,36846730.0,-0.74,-1.16,-0.27,14.99,0.0,12.0
2012-01-04 00:30:09.85,36846731.0,-0.84,-1.21,-0.13,14.99,0.0,12.0
2012-01-04 00:30:09.9,36846732.0,-0.92,-1.26,0.01,14.99,0.0,12.0
2012-01-04 00:30:09.95,36846733.0,-1.05,-1.32,0.06,14.94,0.0,12.0
2012-01-04 00:30:10,36846734.0,-0.95,-1.39,0.02,14.91,0.0,12.0
2012-01-04 00:30:10.05,36846735.0,-0.99,-1.47,0.07,14.71,0.0,12.0
2012-01-04 00:30:10.1,36846736.0,-1.05,-1.49,0.1,14.71,0.0,12.0
2012-01-04 00:30:10.15,36846737.0,-1.13,-1.55,0.0,14.77,0.0,12.0
2012-01-04 00:30:10.2,36846738.0,-1.11,-1.6,0.02,14.99,0.0,12.0
2012-01-04 00:30:10.25,36846739.0,-1.14,-1.38,0.07,15.11,0.0,12.0
2012-01-04 00:30:10.3,36846740.0,-1.09,-1.15,0.26,15.2,0.0,12.0
2012-01-04 00:30:10.35,36846741.0,-1.38,-1.23,0.24,15.27,0.0,12.0
2012-01-04 00:30:10.4,36846742.0,-1.32,-1.33,0.2,15.27,0.0,12.0
2012-01-04 00:30:10.45,36846743.0,-1.45,-1.19,0.34,15.28,0.0,12.0
2012-01-04 00:30:10.5,36846744.0,-1.22,-1.34,0.08,15.28,0.0,12.0
2012-01-04 00:30:10.55,36846745.0,-1.18,-1.43,0.01,15.28,0.0,12.0
2012-01-04 00:30:10.6,36846746.0,-1.11,-1.52,-0.04,15.28,0.0,12.0
2012-01-04 00:30:10.65,36846747.0,-0.93,-1.43,-0.06,15.28,0.0,12.0
2012-01-04 00:30:10.7,36846748.0,-1.0,-1.4,-0.06,15.33,0.0,12.0
2012-01-04 00:30:10.75,36846749.0,-0.9,-1.47,-0.06,15.32,0.0,12.0
2012-01-04 00:30:10.8,36846750.0,-0.89,-1.53,-0.15,15.33,0.0,12.0
2012-01-04 00:30:10.85,36846751.0,-0.98,-1.53,-0.22,15.33,0.0,12.0
2012-01-04 00:30:10.9,36846752.0,-1.03,-1.36,0.09,15.32,0.0,12.0
2012-01-04 00:30:10.95,36846753.0,-1.08,-1.45,-0.1,15.28,0.0,12.0
2012-01-04 00:30:11,36846754.0,-1.31,-1.42,0.09,15.32,0.0,12.0
2012-01-04 00:30:11.05,36846755.0,-1.31,-1.42,0.09,15.32,0.0,12.0
2012-01-04 00:30:11.1,36846756.0,-1.22,-1.34,0.08,15.28,0.0,12.0
2012-01-04 00:30:11.15,36846757.0,-1.22,-1.34,0.08,15.28,0.0,12.0
2012-01-04 00:30:11.2,36846758.0,-1.15,-1.3,0.0,15.27,0.0,12.0
2012-01-04 00:30:11.25,36846759.0,-1.06,-1.5,-0.12,15.32,0.0,12.0
2012-01-04 00:30:11.3,36846760.0,-1.03,-1.41,-0.18,15.32,0.0,12.0
2012-01-04 00:30:11.35,36846761.0,-1.06,-1.5,-0.12,15.32,0.0,12.0
2012-01-04 00:30:11.4,36846762.0,-1.1,-1.64,-0.06,15.32,0.0,12.0
2012-01-04 00:30:11.45,36846763.0,-1.11,-1.59,-0.08,15.32,0.0,12.0
2012-01-04 00:30:11.5,36846764.0,-1.06,-1.61,0.08,15.28,0.0,12.0
2012-01-04 00:30:11.55,36846765.0,-1.05,-1.65,0.04,15.27,0.0,12.0
2012-01-04 00:30:11.6,36846766.0,-0.94,-1.61,0.08,15.3,0.0,12.0
2012-01-04 00:30:11.65,36846767.0,-1.01,-1.53,0.01,15.28,0.0,12.0
2012-01-04 00:30:11.7,36846768.0,-1.14,-1.44,0.1,15.23,0.0,12.0
2012-01-04 00:30:11.75,36846769.0,-1.14,-1.47,0.46,15.08,0.0,12.0
2012-01-04 00:30:11.8,36846770.0,-1.09,-1.38,0.48,15.05,0.0,12.0
2012-01-04 00:30:11.85,36846771.0,-1.05,-1.32,-0.02,15.18,0.0,12.0
2012-01-04 00:30:11.9,36846772.0,-0.93,-1.27,0.0,15.15,0.0,12.0
2012-01-04 00:30:11.95,36846773.0,-0.95,-1.31,0.02,15.18,0.0,12.0
2012-01-04 00:30:12,36846774.0,-0.96,-1.22,-0.04,15.2,0.0,12.0
2012-01-04 00:30:12.05,36846775.0,-0.87,-1.28,0.11,15.21,0.0,12.0
2012-01-04 00:30:12.1,36846776.0,-0.82,-1.36,0.05,15.21,0.0,12.0
2012-01-04 00:30:12.15,36846777.0,-0.87,-1.28,0.11,15.21,0.0,12.0
2012-01-04 00:30:12.2,36846778.0,-0.79,-1.23,0.04,15.18,0.0,12.0
2012-01-04 00:30:12.25,36846779.0,-0.87,-1.28,0.11,15.21,0.0,12.0
2012-01-04 00:30:12.3,36846780.0,-0.94,-1.29,0.16,15.15,0.0,12.0
2012-01-04 00:30:12.35,36846781.0,-0.98,-1.18,0.13,15.23,0.0,12.0
2012-01-04 00:30:12.4,36846782.0,-0.95,-1.23,0.11,15.21,0.0,12.0
2012-01-04 00:30:12.45,36846783.0,-0.83,-1.18,0.07,15.2,0.0,12.0
2012-01-04 00:30:12.5,36846784.0,-0.98,-1.09,0.07,15.2,0.0,12.0
2012-01-04 00:30:12.55,36846785.0,-0.88,-1.1,0.12,15.2,0.0,12.0
2012-01-04 00:30:12.6,36846786.0,-0.83,-1.18,0.07,15.2,0.0,12.0
2012-01-04 00:30:12.65,36846787.0,-0.96,-1.17,0.07,15.15,0.0,12.0
2012-01-04 00:30:12.7,36846788.0,-0.96,-1.17,0.07,15.15,0.0,12.0
2012-01-04 00:30:12.75,36846789.0,-1.0,-1.13,0.07,15.18,0.0,12.0
2012-01-04 00:30:12.8,36846790.0,-1.02,-1.17,0.11,15.21,0.0,12.0
2012-01-04 00:30:12.85,36846791.0,-1.06,-1.12,0.13,15.18,0.0,12.0
2012-01-04 00:30:12.9,36846792.0,-1.06,-1.12,0.13,15.18,0.0,12.0
2012-01-04 00:30:12.95,36846793.0,-1.0,-1.07,0.24,15.18,0.0,12.0
2012-01-04 00:30:13,36846794.0,-1.01,-1.01,0.18,15.13,0.0,12.0
2012-01-04 00:30:13.05,36846795.0,-1.13,-0.99,0.23,15.18,0.0,12.0
2012-01-04 00:30:13.1,36846796.0,-1.15,-1.15,0.14,15.27,0.0,12.0
2012-01-04 00:30:13.15,36846797.0,-1.07,-1.1,0.07,15.28,0.0,12.0
2012-01-04 00:30:13.2,36846798.0,-1.03,-1.1,0.04,15.23,0.0,12.0
2012-01-04 00:30:13.25,36846799.0,-1.08,-1.22,-0.1,15.33,0.0,12.0
2012-01-04 00:30:13.3,36846800.0,-1.17,-1.17,-0.09,15.23,0.0,12.0
2012-01-04 00:30:13.35,36846801.0,-1.18,-1.18,-0.12,15.2,0.0,12.0
2012-01-04 00:30:13.4,36846802.0,-1.27,-0.92,0.1,15.16,0.0,12.0
2012-01-04 00:30:13.45,36846803.0,-1.54,-1.05,0.37,15.2,0.0,12.0
2012-01-04 00:30:13.5,36846804.0,-1.41,-1.14,0.38,15.18,0.0,12.0
2012-01-04 00:30:13.55,36846805.0,-1.37,-1.13,0.43,15.15,0.0,12.0
2012-01-04 00:30:13.6,36846806.0,-1.38,-1.1,0.2,15.15,0.0,12.0
2012-01-04 00:30:13.65,36846807.0,-1.13,-1.13,0.08,15.18,0.0,12.0
2012-01-04 00:30:13.7,36846808.0,-1.22,-1.14,0.02,15.2,0.0,12.0
2012-01-04 00:30:13.75,36846809.0,-1.23,-1.01,0.04,15.16,0.0,12.0
2012-01-04 00:30:13.8,36846810.0,-1.21,-1.07,0.02,15.18,0.0,12.0
2012-01-04 00:30:13.85,36846811.0,-1.23,-1.01,-0.14,15.13,0.0,12.0
2012-01-04 00:30:13.9,36846812.0,-1.16,-1.05,-0.14,15.18,0.0,12.0
2012-01-04 00:30:13.95,36846813.0,-1.1,-0.93,-0.07,15.16,0.0,12.0
2012-01-04 00:30:14,36846814.0,-1.06,-0.99,-0.08,15.08,0.0,12.0
2012-01-04 00:30:14.05,36846815.0,-1.11,-0.98,0.02,15.1,0.0,12.0
2012-01-04 00:30:14.1,36846816.0,-1.04,-0.93,0.08,15.11,0.0,12.0
2012-01-04 00:30:14.15,36846817.0,-0.95,-0.98,0.11,15.1,0.0,12.0
2012-01-04 00:30:14.2,36846818.0,-1.05,-1.01,0.07,15.08,0.0,12.0
2012-01-04 00:30:14.25,36846819.0,-1.03,-1.1,0.04,15.13,0.0,12.0
2012-01-04 00:30:14.3,36846820.0,-1.05,-1.12,-0.08,15.1,0.0,12.0
2012-01-04 00:30:14.35,36846821.0,-1.15,-1.09,-0.05,15.05,0.0,12.0
2012-01-04 00:30:14.4,36846822.0,-1.15,-1.09,-0.05,15.05,0.0,12.0
2012-01-04 00:30:14.45,36846823.0,-1.32,-1.05,-0.02,15.08,0.0,12.0
2012-01-04 00:30:14.5,36846824.0,-1.24,-1.1,-0.06,15.05,0.0,12.0
2012-01-04 00:30:14.55,36846825.0,-1.18,-0.97,-0.26,15.01,0.0,12.0
